line_id,ID_Line,code,ShortName_Line,network,NetworkName,operator,OperatorName,mode,TransportMode
r7435863,C00768,40,40,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7435571,C00769,42,42,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7433093,C00770,43,43,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7430094,C00771,44,44,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7346820,C00772,45,45,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7419766,C00773,47,47,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7426172,C00774,48,48,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7373447,C00778,49,49,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7372176,C00781,56,56,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7364631,C00782,57,57,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7370851,C00783,58,58,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7359261,C00784,59,59,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7353488,C00785,60,60,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8357295,C01475,5,5,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7922077,C01477,11,11,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7194163,C01479,14,14,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8718014,C01480,17A,17A,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8413513,C01674,A2,A2,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8364140,C01685,A1,A1,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8076962,C02085,33,33,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r8077088,C02086,55,55,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
,C02141,,29,,Cergy-Pontoise Confluence,,Francilité Seine et Oise,,bus
r8718013,C02197,17B,17B,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
,C02225,,5 S,,Cergy-Pontoise Confluence,,Francilité Seine et Oise,,bus
r9817423,C02226,4,4,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r16476017,C02625,46,46,Cergy-Pontoise Confluence,Cergy-Pontoise Confluence,Francilité Seine et Oise,Francilité Seine et Oise,bus,bus
r7673721,C02304,Chavilbus,ChavilBus,Grand Paris Seine Ouest,Chavilbus,SAVAC,SAVAC,bus,bus
r8718761,C00083,101,101,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8369092,C00086,1,1,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6785275,C00087,2,2,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8384179,C00088,3,3,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6785331,C00089,4,4,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7447656,C00090,107,107,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8588734,C00094,15,15,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C00103,,1025,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r9185040,C00321,103,103,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7853637,C00323,202,202,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r5989074,C00662,DM2A,DM2A,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r5717042,C00663,DM2B,DM2B,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7245040,C00664,DM3A,DM3A,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6010903,C00666,DM5,DM5,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9183833,C00667,DM06A,DM6A,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9183898,C00668,DM06B,DM6B,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6001282,C00670,DM8,DM8,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8446805,C00671,DM09,DM9,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7471869,C00677,DM13,DM13,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9203505,C00678,DM17,DM17,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9182058,C00679,DM16,DM16,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9832633,C00681,DM19,DM19,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9832751,C00682,DM20,DM20,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8268979,C00683,M21A,M21A,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8268978,C00684,M21B,M21B,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8220074,C00688,DM26,DM26,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7073416,C00689,M151,M151,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r7423843,C00691,M153,M153,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C00962,,6801,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r9257973,C00963,68.02,6802,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r11161945,C00964,685A,685A,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C00965,,6806,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C00966,,6808,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C00971,,6810,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C00972,,685B,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r8736260,C01495,2271,2271,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8737307,C01496,2276,2276,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C01497,,2274,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r9197758,C01498,2273,2273,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6940422,C01565,91-04,9104,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r9261650,C01663,109,109,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C01673,,M21S,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r8753548,C01703,S1,S1,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C01704,,S2,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r6762268,C01705,S3,S3,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C01706,,S4,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C01707,,S5,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r7980611,C01763,102,102,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r6785380,C01810,108,108,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
r8737442,C01950,2272,2272,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C02039,,M20S,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02065,,681S,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02383,,TàD 6,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r14654416,C02395,M154,M154,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C02397,,DM50,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02398,,DM5S,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02399,,DM9S,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02418,,105,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02419,,105B,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02460,,TàD 7,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r9832132,C02461,DM3B,DM3B,Cœur d'Essonne,Cœur d’Essonne,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C02466,,TàD,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02467,,TàD 2,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02468,,TàD 5,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02662,,5,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
,C02663,,106,,Cœur d’Essonne,,Transdev Cœur Essonne,,bus
r9243178,C00092,4305,4305,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r9866393,C00100,4323,4323,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
,C00101,,4324,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C00102,,4325,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C00104,,4326,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
r1240537,C00319,4301,4301,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r7921051,C00322,4303,4303,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
,C00382,,4340,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C00391,,4334,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01013,,4341,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01014,,4342,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01015,,4343,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01016,,4344,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01017,,4346,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C01764,,4321,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
r11161958,C01765,4322,4322,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r9243459,C01811,4306,4306,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r9243857,C01812,4316,4316,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r7202603,C02020,4307,4307,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r9236158,C02021,4308,4308,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
r16093126,C02021,4318,4308,Essonne Sud Est,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,Keolis Val d'Essonne Deux Vallées,bus,bus
,C02022,,4327,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02023,,4328,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02024,,4329,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02025,,4330,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02026,,4331,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02220,,Soir,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02221,,4309,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02387,,4332,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02393,,4345,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02486,,Soir,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02495,,TàD 4305,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02496,,TàD 4301,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02599,,4318,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02607,,4347,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02608,,4348,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
,C02609,,4349,,Essonne Sud Est,,Keolis Val d'Essonne Deux Vallées,,bus
r9242932,C00082,10.01,10-01,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8726061,C00097,319,319,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8726223,C00098,331,331,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r1687242,C00105,330,330,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
,C00167,,61,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
r7194182,C00176,22,22,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9190605,C00967,68.09,68-09,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r11161930,C00969,68.14,68.14,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9258582,C00970,68.16,68-16,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r7921042,C00973,306-04,306.04,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8132557,C00974,306.12,306.12,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8369803,C00975,1,1,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9197471,C00976,2,2,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
,C00977,,913.07,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
r8730251,C00978,913.08,913.08,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r7921026,C00979,913.10,913.10,Ormont Transport,Essonne Sud Ouest,Ormont Transport,Francilité Ouest Essonne,bus,bus
r9256759,C00982,3,3,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9257304,C00983,5,5,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9259499,C00984,913.50,913.50,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r6940387,C01563,91-02,91-02,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r7105179,C01564,91-03,91-03,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r6940386,C01568,91-07,91-07,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r11161906,C01708,104,104,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
,C01975,,320,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
r11161907,C01976,321,321,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9242136,C01977,322,322,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9243088,C01978,323,323,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r9257415,C02057,6,6,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r7873860,C02066,316,316,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8112663,C02067,317,317,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
r8112875,C02068,318,318,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
,C02185,,62,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
r8727476,C02186,63,63,Essonne Sud Ouest,Essonne Sud Ouest,Francilité Ouest Essonne,Francilité Ouest Essonne,bus,bus
,C02270,,324,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02271,,325,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02296,,68-13A,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02297,,68-13B,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02431,,332,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02449,,41,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02450,,42,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02451,,43S,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02452,,44S,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02453,,45S,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02470,,913.17A,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02472,,913.17B,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02473,,913.17C,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C02474,,Soir,,Essonne Sud Ouest,,Francilité Ouest Essonne,,bus
,C00380,,24-06,,Evry Centre Essonne,,TISSE,,bus
r8299933,C00385,301,301,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9237446,C00386,302,302,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C00387,,312,,Evry Centre Essonne,,TISSE,,bus
r8310967,C00388,303,303,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C00389,,313,,Evry Centre Essonne,,TISSE,,bus
r9181256,C00390,304,304,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r6883259,C00392,305,305,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r5989121,C00665,DM4,DM04,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C00669,,DM7S,,Evry Centre Essonne,,TISSE,,bus
r5998406,C00685,DM22,DM22,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9230881,C00985,7001,7001,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C00986,,7001 SCO,,Evry Centre Essonne,,TISSE,,bus
r9674065,C00987,7002,7002,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C00989,,7005,,Evry Centre Essonne,,TISSE,,bus
,C00990,,7006,,Evry Centre Essonne,,TISSE,,bus
r8281027,C01615,510,510,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r2261638,C01616,401,401,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r6785512,C01617,402,402,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r2261502,C01618,403,403,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r3325971,C01619,404,404,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r1648952,C01620,405,405,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r8282002,C01621,406,406,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r1648058,C01622,407,407,Tice,Evry Centre Essonne,Tice,TISSE,bus,bus
r3286442,C01623,408,408,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9136841,C01624,409,409,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9136932,C01625,412,412,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r8374540,C01626,413,413,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r7101486,C01627,414,414,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r8281810,C01628,415,415,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9136664,C01629,418,418,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9136817,C01630,419,419,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r8396927,C01631,453,453,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9182104,C01672,416,416,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r9237359,C01714,300,300,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
r6785602,C01956,420,420,Évry Centre Essonne,Evry Centre Essonne,Keolis TISSE,TISSE,bus,bus
,C02390,,7002 SCO,,Evry Centre Essonne,,TISSE,,bus
,C02631,,500,,Evry Centre Essonne,,TISSE,,bus
,C02632,,501,,Evry Centre Essonne,,TISSE,,bus
,C02633,,502,,Evry Centre Essonne,,TISSE,,bus
r2531208,C01429,Othis,Filéo OTH,Filéo,Filéo,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
,C01430,,Fileo V,,Filéo,,Keolis Roissy Pays de France Ouest,,bus
r8405392,C01431,Sarcelles,Filéo SAR,Filéo,Filéo,Keolis,Keolis Roissy Pays de France Ouest,bus,bus
r8398489,C01432,Goussainville,Filéo GSV,Filéo,Filéo,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
r2531207,C01433,Viliers-le-Bel,Filéo VLB,Filéo,Filéo,Keolis,Keolis Roissy Pays de France Ouest,bus,bus
r7678094,C01712,Survilliers,Filéo SF,Filéo,Filéo,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
r8404844,C01823,Saint-Pathus,St-Pathus,Filéo,Filéo,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
r2531226,C02060,Roissy Sud,Filéo RS,Filéo,Filéo,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
,C00786,,9,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r7618346,C00787,5,5,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7618345,C00788,6,6,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C00789,,41,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C00790,,42,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r7921012,C00791,44,44,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C00792,,45,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r7618269,C00793,1,1,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7618295,C00794,4,4,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7618347,C00796,3,3,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7194158,C00797,112,112,Aérial,Fontainebleau - Moret,Transdev Île-de-France Vulaines,Transdev Pays de Fontainebleau,bus,bus
r7797398,C00799,209,209,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C00813,,43,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r7797125,C00817,202,202,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
