ID_Line;ExternalCode_Line;Name_Line;ShortName_Line;TransportMode;TransportSubmode;OperatorRef;OperatorName;NetworkRef;NetworkName;ID_GroupOfLines;ShortName_GroupOfLines;Accessibility
C00844;065487004:04;04;04;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00727;ST-PIERRE-DU-PERRAY (LE FRESNE) - MORSANG-SUR-SEINE (MORSANG MAIRIE);0
C01642;800:N134;N134;N134;bus;nightBus;800;SNCF;55;Noctilien;A01495;N134 - NOCTILIEN - Paris Gare de Lyon -Combs-La-Ville;0
C00631;051051032:32;32;32;bus;localBus;051;AMV;64;Pep's;A00539;SERRIS (VAL D'EUROPE RER) - TOURNAN-EN-BRIE (TOURNAN RER);0
C00853;065487041:41;41;41;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00735;CESSON;0
C01761;014077749:749D;749 D;749 D;bus;;014;CIF;38;Goëlys;A00209;MORTEFONTAINE (Institut Saint Dominique) - DAMMARTIN-EN-GOELE - VEMARS (Centre);0
C02019;800850512:T11Bus;T11 Bus;T11 Bus;bus;;800;SNCF;98;TRAMWAY;A02225;T11E Epinay-sur-seine - Le Bourget;1
C00991;073073001:25;25;25;bus;;073;CARS DUNOIS;661;Rémi;A00855;ETAMPES (GARE SNCF) - SERMAISE;0
C01892;039039001:Vanves;Navette de Vanves;Vanves;bus;;100;RATP;74;SAVAC;A01827;Navette de Vanves;0
C00815;064177034:EXPRESS34;EXPRESS 34;EXPRESS34;bus;expressBus;064;TRANSDEV IDF NEMOURS;76;Seine et Marne Express;A00699;CHATEAU-LANDON (PLACE DE VERDUN) - MELUN (PLACE DE L'ERMITAGE);0
C00812;063063022:22B;22B;22B;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00692;ST-FARGEAU-PONTHIERRY (BATICOP) - AVON (LES BOULEAUX);0
C00802;063063001:101;101;101;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00687;ST-FARGEAU-PONTHIERRY (GARE) - ST-FARGEAU-PONTHIERRY (GARE);0
C00838;065065055:55;55;55;bus;expressBus;065;TRANSDEV IDF LIEUSAINT;79;Sénart-Express;A00722;LIEUSAINT (RER LIEUSAINT-MOISSY) - MASSY (RER/TGV);0
C00736;057057018:18;18;18;bus;localBus;057;CTVMI;26;Com'Bus;A00637;OINVILLE-SUR-MONTCIENT (TILLEULS) - MAGNANVILLE (LYCEE L S SENGHOR);0
C00816;064258201:201;201;201;bus;localBus;064;TRANSDEV IDF NEMOURS;28;Comète;A00700;VENEUX-LES-SABLONS - VILLE-ST-JACQUES;0
C00744;057057052:52;52;52;bus;localBus;057;CTVMI;26;Com'Bus;A00642;FONTENAY-ST-PERE (EGLISE) - MANTES-LA-JOLIE (GARE);0
C01014;084284002:284-002;284-002;284-002;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00878;MILLY-LA-FORET - ETAMPES;0
C01019;085085001:85-01;85-01;85-01;bus;;085;CARS PERRON;20;CARS PERRON;A00883;DOURDAN - DOURDAN;0
C01710;100100487:487;487;487;bus;;100;RATP;68;RATP;A01773;487;1
C01490;213213036:503;503;503;bus;localBus;213;TRANSDEV IDF NANTERRE;741;Scolaire Est Yvelines;A01330;NANTERRE (Plainchamp) - MONTIGNY-LE-BRETONNEUX (St Quentin SNCF);0
C00961;067237069:69;MOBILIEN 69;69;bus;expressBus;067;MARNE ET MORIN;76;Seine et Marne Express;A00826;MEAUX (SNCF) - SERRIS (Val d'Europe);0
C01639;800:N141;N141;N141;bus;nightBus;800;SNCF;55;Noctilien;A01490;N141 - NOCTILIEN - Paris Gare de l'Est - Meaux;1
C01982;005005031:31;31;31;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A02195;BEYNES - GOUPILLIERES;0
C02202;062062112:111;111;111;bus;;062;TRANSDEV IDF VULAINES;4;Aérial;A00684;FONTAINEBLEAU (Etablissements scolaires) - HERICY (Vulaines Samoreau);0
C02252;067067164:Ks;Ks;Ks;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00812;MAREUIL-LES-MEAUX (Avenue de la Brie) - MEAUX (Gare routière);0
C02230;067067103:Fs;Fs;Fs;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00769;NANTEUIL-LES-MEAUX (BRUYERES) - MEAUX (GARE ROUTIERE);0
C00401;027027005:5;5;5;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00359;LES MESNULS (Château) - VERSAILLES (Gare Routière);0
C01860;800:TER;TER Haute-Normandie (2);TER Haute-Normandie (2);rail;;800;SNCF;93;TER;A02180;TER Haute-Normandie (2);0
C00408;027027011:11;11;11;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00362;BOIS-D'ARCY - VERSAILLES;1
C01871;027027016:50;50;50;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00366;BEYNES (MAIRIE) - MONTIGNY-LE-BRETONNEUX (GARE DE ST QUENTIN EN YVELINES);0
C00968;068068013:6813;68.13;68.13;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00833;VILLECONIN (CIMETIERE) - DOURDAN (CHAMP DE COURSE);0
C00659;054054018:18;18;18;bus;;054;TVF;100;Trans Val de France;A00567;CLAYE-SOUILLY (CIMETIERE) - MITRY-MORY (RER);0
C00969;068068014:6814;68.14;68.14;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00834;TORFOU (EGLISE) - ETRECHY (GARE);0
C01427;101261027:5;5;5;bus;;101;STBC;6;Apolo 7;A01278;VAIRES-SUR-MARNE (Gare SNCF Square) - VILLEVAUDE (Poitou);0
C00418;027027110:8;8;8;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00372;PLAISIR (GARE PLAISIR GRIGNON) - PLAISIR (Les Gares);0
C01869;044044001:44;44;44;bus;;044;STAVO;88;STAVO;A00478;CHAVENAY (Vallon) - VERSAILLES (Gare Rive-Gauche);0
C01870;044044045:45;45;45;bus;;044;STAVO;88;STAVO;A00478;CHAVENAY (Vallon) - VERSAILLES (Gare Rive-Gauche);0
C01868;044044040:40;40;40;bus;;044;STAVO;88;STAVO;A00478;CHAVENAY (Vallon) - VERSAILLES (Gare Rive-Gauche);0
C00967;068068009:6809;68.09;68.09;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00832;ETRECHY - ETRECHY;0
C00865;065487127:24;24;24;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00746;LIEUSAINT - LIEUSAINT;0
C02229;067067202:Qs;Qs;Qs;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00768;GERMIGNY-L'EVEQUE (Résidence de la Marne) - POINCY - MEAUX (Gare Routière);0
C00141;011195024:95-24;95-24;95-24;bus;;011;TRANSDEV IDF ECQUEVILLY;16;Busval d'Oise;A00133;MOUSSY - VIGNY;0
C02174;027027113:JV;JV;JV;bus;;027;CARS HOURTOULE;;;A02284;PLAISIR (SERVICES SCOLAIRES);0
C00085;010240004:8;8;8;bus;localBus;010;CEAT;82;SITUS;A00078;St Maur des Fossés (La Varenne RER) - Ormesson sur Marne (Pince Vent);0
C00057;005005009:9;9;9;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A00053;TILLY (MILLERUS) - MONTFORT-L'AMAURY (COLLEGE RAVEL);0
C00102;010010024:225;225;225;bus;localBus;010;CEAT;24;CEAT;A00092;FONTENAY-LE-VICOMTE (STADE) - BALLANCOURT-SUR-ESSONNE (COLLEGE);0
C01435;208208001:A;A;A;bus;regionalBus;208;INTERVAL;84;Siyonne;A01289;MONTEREAU-FAUT-YONNE (Pajol) - MONTEREAU-FAUT-YONNE (Gare SNCF);0
C00015;003003011:11;11;11;bus;regionalBus;003;N4 MOBILITES;752;Stigo;A00013;OZOIR-LA-FERRIERE (RER) - TOURNAN-EN-BRIE (RER);0
C00098;010010020:331;331;331;bus;localBus;010;CEAT;24;CEAT;A00088;PARIS-14 (Denfert-Rochereau) - LA FERTE-ALAIS - ANGERVILLE;0
C00032;003351505:D;D;D;bus;localBus;003;N4 MOBILITES;81;Sit'bus;A00030;ROISSY-EN-BRIE (RER) - PONTAULT-COMBAULT (RER);0
C00034;003351507:C;C;C;bus;localBus;003;N4 MOBILITES;81;Sit'bus;A00032;OZOIR-LA-FERRIERE (ANOUILH) - NOISIEL (RER);0
C00281;015015050:50;50;50;bus;regionalBus;015;CSO;31;CSO;A00264;POISSY (LA COUDRAIE) - POISSY (ST EXUPERY);0
C00105;010303001:330;330;330;bus;localBus;010;CEAT;24;CEAT;A00097;ANGERVILLE - ETAMPES;0
C01967;064608011:11D;11D;11D;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00708;BRANSLES (ARISTIDE BRIAND) - ST-PIERRE-LES-NEMOURS (GARE SNCF);0
C02222;052052029:29;29;29;bus;localBus;052;AUTOCARS TOURNEUX;462;Poissy Aval - Deux Rives de Seine;A02308;VERNEUIL - POISSY;0
C01963;064608009:9C;9C;9C;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00706;VOULX (VAUCORNEILLE) - NEMOURS (CITE SCOLAIRE);0
C00851;065487036:36;36;36;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00733;SAVIGNY-LE-TEMPLE - CESSON;0
C00757;057318108:88;88;88;bus;localBus;057;CTVMI;2;Actipôles;A00650;POISSY (talbot) - MONDREVILLE - DREUX;0
C01017;084284006:284-006;284-006;284-006;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00881;ONCY-SUR-ECOLE (MAIRIE) - MILLY-LA-FORET - EVRY (GARE ROUTIERE);0
C02132;101261123:9s;9s;9s;bus;;101;STBC;6;Apolo 7;A02276;CHELLES (GARE) - CHELLES (GARE) via ABBESSES;0
C01483;213213027:28;28;28;bus;;213;TRANSDEV IDF NANTERRE;109;Traverciel;A01324;27;0
C02000;100100259:259;259;259;bus;;100;RATP;;;A02226;SAINT-GERMAIN-EN-LAYE (gare RER) - NANTERRE (Nanterre-Université RER);0
C00804;063063009:9CC;SHOP'BUS 9CC;9CC;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00689;ARBONNE-LA-FORET (CORNEBICHE) - MELUN (GARE);0
C00807;063063011:11B;11B;11B;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00690;ST-FARGEAU-PONTHIERRY (FERCOT) - MELUN (3 HORLOGES);0
C00758;057318118:89;89;89;bus;localBus;057;CTVMI;26;Com'Bus;A00651;ST-ILLIERS-LE-BOIS (Place des Tilleuls) - BREVAL (Collège les Nénuphars);0
C00842;065487002:05;05;05;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00725;TIGERY (LES PRES HAUTS) - TIGERY (PETIT SENART);0
C00836;065065050:50;50;50;bus;expressBus;065;TRANSDEV IDF LIEUSAINT;79;Sénart-Express;A00720;LIEUSAINT (Gare SNCF) - EVRY (Gare RER);0
C00799;062062009:209;209;209;bus;localBus;062;TRANSDEV IDF VULAINES;28;Comète;A00686;LA GRANDE-PAROISSE - FONTAINEBLEAU (AVON);0
C00787;062062012:5;5;5;bus;localBus;062;TRANSDEV IDF VULAINES;4;Aérial;A00675;AVON (FONTAINEBLEAU) - HERICY (VULAINES SAMOREAU);0
C00756;057318009:90;90;90;bus;localBus;057;CTVMI;26;Com'Bus;A00649;MANTES-LA-VILLE (GARE ROUTIERE) - DEUIL-LA-BARRE (lycee);0
C01005;084184005:184-005;184-005;184-005;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00869;BUTHIERS - LA CHAPELLE-LA-REINE (Collège);0
C01696;100100248:248;248;248;bus;;100;RATP;68;RATP;A01763;248;0
C00368;021021112:11L;11L;11L;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00334;DRAVEIL (BERGERIES ST HUBERT) - VIGNEUX-SUR-SEINE - JUVISY-SUR-ORGE (SNCF);0
C00376;021021160:16;16;16;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00337;JUVISY-SUR-ORGE (GARE ROUTIERE SEINE) - DRAVEIL (BERGERIES ST HUBERT);0
C00373;021021151:19;19;19;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00336;DRAVEIL (BERGERIES ST HUBERT) - JUVISY-SUR-ORGE (SNCF);0
C00387;024309312:312;312;312;bus;localBus;024;KEOLIS SEINE ESSONNE;75;Seine Essonne Bus;A00347;CORBEIL-ESSONNES (GARE SNCF) - MORSANG-SUR-SEINE (MAIRIE);0
C00355;021021202:B;B;B;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00486;038038003:3803;3803;3803;bus;localBus;038;CARS ROSE;404;VALBUS;A00422;ST-PRIX (Léon Cordier) - ERMONT (marché);0
C00591;045045024:M;M;M;bus;localBus;045;STRAV;121;VyBus;A00499;MANDRES-LES-ROSES (ZA PERDRIX) - BRUNOY (GARE RER);0
C00577;045045007:F;F;F;bus;regionalBus;045;STRAV;121;VyBus;A00487;YERRES (ROND POINT PASTEUR) - YERRES (GROS BOIS);0
C00587;045045020:G1;G1;G1;bus;localBus;045;STRAV;121;VyBus;A00496;VILLENEUVE-ST-GEORGES;0
C02123;139578038:BALADOBUS;BALADOBUS;BALADOBUS;bus;;039;SAVAC;990;Parc Naturel Régional de la Haute Vallée de Chevreuse;A02290;BALADOBUS;0
C00644;052052026:26;26;26;bus;localBus;052;AUTOCARS TOURNEUX;462;Poissy Aval - Deux Rives de Seine;A00553;MEULAN (Arquebuse) - ST-GERMAIN-EN-LAYE (Institut Notre-Dame);0
C00645;052052030:30;30;30;bus;localBus;052;AUTOCARS TOURNEUX;462;Poissy Aval - Deux Rives de Seine;A00554;VERNEUIL-SUR-SEINE (Gare) - VERNEUIL-SUR-SEINE (Gare);0
C00728;057057004:04;04;04;bus;localBus;057;CTVMI;26;Com'Bus;A00628;LA VILLENEUVE-EN-CHEVRIE (LES TASSES) - BONNIERES-SUR-SEINE (GARE ROUTIERE);0
C00633;051051037:37;37DL;37;bus;localBus;051;AMV;64;Pep's;A00541;LAGNY-SUR-MARNE (SERVICE URBAIN) - LAGNY-SUR-MARNE (FOCH/PAIX NOTRE DAME);0
C00642;052052012:2;2;2;bus;localBus;052;AUTOCARS TOURNEUX;462;Poissy Aval - Deux Rives de Seine;A00551;MEDAN - VILLENNES-SUR-SEINE;0
C00620;051051012:12;12 Thorigny;12;bus;localBus;051;AMV;64;Pep's;A00528;THORIGNY-SUR-MARNE (THORIGNY CORNILLOT) - THORIGNY-SUR-MARNE (THORIGNY CORNILLOT);0
C00637;051177018:18;18 Express;18;bus;expressBus;051;AMV;76;Seine et Marne Express;A00546;MEAUX (GARE SNCF) - MELUN (GARE SNCF);0
C00630;051051029:29;29;29;bus;regionalBus;051;AMV;64;Pep's;A00538;LAGNY-SUR-MARNE (SNCF) - TORCY (RER);0
C00737;057057019:19;19;19;bus;localBus;057;CTVMI;26;Com'Bus;A00638;PORCHEVILLE - GARGENVILLE;0
C02238;067067058:58;58;58;bus;;067;MARNE ET MORIN;;;A02307;CRECY LA CHAPELLE - SERRIS VAL D'EUROPE;0
C01994;067067021:21sco;21 Scolaire;21sco;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00784;VILLEMAREUIL (Centre) - BOUTIGNY - NANTEUIL-LES-MEAUX (Chermont Collot);0
C00862;065487122:21;21;21;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00743;MOISSY-CRAMAYEL (Les Gres) - LIEUSAINT (Pte de Paris);0
C01996;067067004:4B;4B;4B;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00770;MEAUX (Gare SNCF) - QUINCY-VOISINS - ESBLY (Gare SNCF);0
C02069;097097003:03A;03A COULOMMIERS - MEAUX;03A;bus;localBus;097;DARCHE GROS;99;TRAMY;A00891;COULOMMIERS (gare sncf) - MEAUX (gare routière);0
C02070;097097003:03B;03B COULOMMIERS - MEAUX;03B;bus;localBus;097;DARCHE GROS;99;TRAMY;A00891;COULOMMIERS (gare sncf) - MEAUX (gare routière);0
C00855;065487043:43;43;43;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00737;CESSON - VERT-ST-DENIS (POILLY LE FORT);0
C02038;097097013:D;D - URBAIN DE COULOMMIERS;D;bus;localBus;097;DARCHE GROS;99;TRAMY;A00895;COULOMMIERS (RESEAU URBAIN);0
C02204;212212003:27;27;27;bus;expressBus;212;TRANSDEV IDF CONFLANS;;;A01314;CERGY (Préfecture) - ST-GERMAIN-EN-LAYE (RER);0
C01722;228228002:02;02;02;bus;localBus;228;PROCARS;67;PROCARS;;;0
C01106;100100070:70;70;70;bus;;100;RATP;68;RATP;A00960;70;1
C00328;019019055:55;55;55;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;741;Scolaire Est Yvelines;A00307;LE PORT-MARLY (ST-Fiacre) - BOUGIVAL - LE CHESNAY (Blanche de Castille);0
C00335;019248019:C;C;C;bus;regionalBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00314;HOUILLES ( GARE RER) - MONTESSON - CHATOU - LE VESINET (GARE RER);1
C00336;019248020:M;M;M;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00315;LE VESINET (Gare RER) - CROISSY-SUR-SEINE - CHATOU (Gare RER);1
C00354;021021201:A;A;A;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00345;020149008:8;8;8;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00324;ANTONY (RER) - VERRIERES-LE-BUISSON (MAIRIE DE VERRIERES LE BUISSON);0
C00352;021021200:4;4;4;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00334;019248010:K;K;K;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00313;HOUILLES (GARE RER) - HOUILLES (Gare RER);0
C00350;020149014:14;14;14;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00329;SCEAUX (ROBINSON RER) - SCEAUX (ROBINSON RER);0
C00343;020149006:6;6;6;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00322;SCEAUX (CANBERWELL) - SCEAUX (CANBERWELL);0
C00316;016248023:J;J;J;bus;localBus;016;TVO;13;Bus en Seine;A00284;HOUILLES - SARTROUVILLE;0
C02237;067167103:Es;Es;Es;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00818;MEAUX (Service Urbain);0
C00531;039039311:39-30A;39-30 A Bruyères - Fontenay - Briis - Limours - Collège M. Vignaud/Lycée J. Verne;39-30 A;bus;;039;SAVAC;74;SAVAC;A00440;LIMOURS (Lycée Jules VERNES) - LIMOURS (Desserte du lycée Jules Verne);0
C00489;039039003:39-003;39-003 St-Rémy-lès-Chevreuse - Dampierre - Rambouillet;39-003;bus;;039;SAVAC;74;SAVAC;A00425;ST-REMY-LES-CHEVREUSE (Gare RER) - RAMBOUILLET (Gare Routière / Arbouville);0
C00498;039039013:39-13;39-13 St-Rémy-lès-Chevreuse - Limours;39-13;bus;;039;SAVAC;74;SAVAC;A00432;ST-REMY-LES-CHEVREUSE (GARE RER) - LIMOURS - LIMOURS (LYCEE JULES VERNE);0
C00496;039039010:39-10;39-10 St-Rémy-lès-Chevreuse - Domaine St-Paul;39-10;bus;;039;SAVAC;74;SAVAC;A00430;ST-REMY-LES-CHEVREUSE (RER) - ST-REMY-LES-CHEVREUSE (DOMAINE DE ST-PAUL);0
C00528;039039103:39-103;39-103 St-Rémy-lès-Chevreuse - Dampierre - Cernay-la-Ville;39-103;bus;;039;SAVAC;74;SAVAC;A00447;ST-REMY-LES-CHEVREUSE - CERNAY-LA-VILLE;0
C00043;004004024:24;24;24;bus;;004;KEOLIS VELIZY;65;Phébus;A02153;Versailles (Gare Versailles Chantiers) – Velizy Villacoublay (Centre commercial);1
C00972;068068105:6805B;68.05 B;68.05 B;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00837;BOISSY-SOUS-ST-YON (BAS DE TORFOU) - ARPAJON (GARE RER);0
C00006;002002008:8;8;8;bus;localBus;002;KEOLIS SEINE-VAL-DE-MARNE;;;A00004;PARAY-VIEILLE-POSTE - VILLENEUVE-ST-GEORGES (RER);0
C00525;039039371:39-37A;39-37 A Sceaux - Buc (MLK/LFA);39-37 A;bus;;039;SAVAC;74;SAVAC;A00446;BUC - CHATENAY-MALABRY;0
C00978;068913008:91308;913.08;913.08;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00843;ETAMPES - MORIGNY-CHAMPIGNY;0
C01549;233233702:702;702;702;bus;expressBus;233;AUTOBUS DU FORT;8;Autobus du Fort;A01386;FONTENAY-SOUS-BOIS (Val de Fontenay R.E.R.) - AULNAY-SOUS-BOIS (R.E.R.);0
C01555;251195042:95-42;95-42;95-42;bus;localBus;251;TIM BUS;16;Busval d'Oise;A01400;MAGNY-EN-VEXIN (Gare Routière) - HAUTE-ISLE (Lapin savant);0
C01568;291191007:91-07;91-07;91-07;bus;localBus;291;ALBATRANS;5;Albatrans;A01414;ETAMPES (RER) - LA FORET-LE-ROI - LES GRANGES-LE-ROI - DOURDAN (RER);0
C01553;251195011:95-11;95-11;95-11;bus;regionalBus;251;TIM BUS;16;Busval d'Oise;A01398;AINCOURT (CENTRE HOSPITALIER) - MANTES-LA-JOLIE (GARE);0
C01548;233233701:701;701;701;bus;localBus;233;AUTOBUS DU FORT;8;Autobus du Fort;A01385;GAGNY (Le chênay-Gagny R.E.R.) - GAGNY (Les Abbesses);0
C01665;210210304:003;F-FOURCHES - NOYEN - GOUAIX - LONGUEVILLE;003;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01308;GOUAIX - PROVINS;0
C01664;210210301:003;NOYEN-GOUAIX-LONGUEVILLE;003;bus;regionalBus;210;CARS MOREAU;18;CARS MOREAU;A01308;GOUAIX - PROVINS;0
C01556;251195043:95-43;95-43;95-43;bus;localBus;251;TIM BUS;16;Busval d'Oise;A01401;MAGNY-EN-VEXIN - VETHEUIL;0
C01601;350350004:D;D;D;bus;regionalBus;350;TVM;92;TAM;A01453;BUCHELAY (C.C. Auchan) - BUCHELAY (C.C. Auchan);0
C01701;039262261:261;261 Versailles - Buc/Haut-Pré;261;bus;;039;SAVAC;74;SAVAC;A00452;Yvelines 262AB;0
C00358;021021205:D;D;D;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00361;021021208:G;G;G;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;1
C00360;021021207:F;F;F;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00103;010010025:1025;1025;1025;bus;localBus;010;CEAT;24;CEAT;A00093;FLEURY-MEROGIS (RESIDENCE) - STE-GENEVIEVE-DES-BOIS (CES PAUL ELUARD);0
C00505;039039281:39-28A;39-28 A St-Maurice - Courson - Fontenay - Collège J. Monnet;39-28 A;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00394;025195007:95-07;95-07;95-07;bus;localBus;025;CEOBUS;16;Busval d'Oise;A00352;PARMAIN (JOUY-LE-COMTE) - CERGY (PREFECTURE);0
C00399;025195016:95-16;95-16;95-16;bus;localBus;025;CEOBUS;16;Busval d'Oise;A00357;FROUVILLE (MAIRIE) - CERGY (PREFECTURE RER);0
C00278;015015025:25;25;25;bus;regionalBus;015;CSO;31;CSO;A00261;POISSY (Gare Nord) - CHANTELOUP-LES-VIGNES (les Ouches);0
C00502;039039018:39-18;39-18 Limours - Arpajon;39-18;bus;;039;SAVAC;74;SAVAC;A00435;LIMOURS (MONUMENT) - ARPAJON (GARE SNCF);0
C00280;015015028:28;28;28;bus;localBus;015;CSO;;;A00263;CHANTELOUP-LES-VIGNES - CHANTELOUP-LES-VIGNES;0
C00030;003351503:E;E;E;bus;localBus;003;N4 MOBILITES;81;Sit'bus;A00028;OZOIR-LA-FERRIERE (Intermarché) - ROISSY-EN-BRIE (RER);0
C00060;005005013:13;13;13;bus;localBus;005;TRANSDEV IDF HOUDAN;175;Plaine de Versailles;A00056;MONTFORT-L'AMAURY - MERE - NEZEL;0
C00011;003003005:05;05;05;bus;localBus;003;N4 MOBILITES;7;Arlequin;A00009;EVRY-GREGY-SUR-YERRE - OZOIR-LA-FERRIERE;0
C00027;003177016:16;Express 16;16;bus;expressBus;003;N4 MOBILITES;76;Seine et Marne Express;A00025;LIEUSAINT - SERRIS;0
C00100;010010022:223;223;223;bus;localBus;010;CEAT;24;CEAT;A00090;Arpajon (La Montagne) - Itteville (Le Domaine);0
C00093;010010028:114;114;114;bus;localBus;010;CEAT;24;CEAT;A02132;Gare d'Epinay - EPINAY SUR ORGE;0
C00984;068913050:91350;913.50;913.50;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00849;ETRECHY (GARE RER) - ETAMPES (GARE RER);0
C02112;040240004:42;42;42;bus;;040;SETRA;82;SITUS;A00468;SUCY-EN-BRIE (R.E.R.) - SUCY-EN-BRIE (Lycée de Sucy);0
C02135;101261121:7s;7s;7s;bus;;101;STBC;6;Apolo 7;A01275;CHELLES (Gare SNCF/RER) - CHELLES (Gare SNCF/RER);0
C01036;092092014:14;14;14;bus;;092;TVS;111;TVS;A00889;SURESNES - VERNON (snecma);0
C00899;067067102:Js;Js;Js;bus;localBus;067;MARNE ET MORIN;62;Pays de Meaux;A00768;GERMIGNY-L'EVEQUE (Résidence de la Marne) - POINCY - MEAUX (Gare Routière);0
C00912;067067017:L;L;L;bus;localBus;067;MARNE ET MORIN;62;Pays de Meaux;A00780;TRILBARDOU (PLACE DES TILLEULS) - ESBLY (GARE SNCF);0
C00782;059440057:57;57;57;bus;localBus;059;STIVO;90;STIVO;A00671;OSNY (STADE C. LEON) - ST-OUEN-L'AUMONE (LYCEE TECHNIQUE J PERRIN);0
C01519;228771009:PROBUSD;PROBUS D;PROBUS D;bus;regionalBus;228;PROCARS;67;PROCARS;A01361;PROVINS (GARE SNCF) - PROVINS (GARE SNCF);0
C01520;228771009:PROBUSE;PROBUS E;PROBUS E;bus;regionalBus;228;PROCARS;67;PROCARS;A01361;PROVINS (GARE SNCF) - PROVINS (GARE SNCF);0
