ID_Line;ExternalCode_Line;Name_Line;ShortName_Line;TransportMode;TransportSubmode;OperatorRef;OperatorName;NetworkRef;NetworkName;ID_GroupOfLines;ShortName_GroupOfLines;Accessibility
C00188;013013089:89;89;89;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00173;MONTIGNY-LE-BRETONNEUX (ST QUENTIN EN YVELINES - 60 ARPENTS) - NOGENT LE ROI (HAUT);0
C00026;003003409:409;409;409;bus;localBus;003;N4 MOBILITES;85;Sol'R;A00024;Châtres (Coffry) - Tournan en Brie (Collège Vermay/Lycée Clément Ader);0
C00197;014014015:15;15;15;bus;regionalBus;014;CIF;25;CIF;A00179;TREMBLAY-EN-FRANCE (JAURES) - AULNAY-SOUS-BOIS (RER);0
C00031;003351504:A;A;A;bus;regionalBus;003;N4 MOBILITES;81;Sit'bus;A00029;ROISSY-EN-BRIE (Manoir) - NOISIEL (RER);0
C00082;010010001:1001;1001;1001;bus;localBus;010;CEAT;24;CEAT;A00075;LARDY (Gare SNCF) - ETRECHY - ETAMPES (Gare SNCF);0
C00083;010010002:101;101;101;bus;localBus;010;CEAT;24;CEAT;A00076;MAROLLES-EN-HUREPOIX (Gare) - MAROLLES-EN-HUREPOIX (Gare);0
C00094;010010015:15;15;15;bus;localBus;010;CEAT;24;CEAT;A00084;VILLEMOISSON-SUR-ORGE - EPINAY-SUR-ORGE (GARE);0
C00017;003003018:18;18;18;bus;localBus;003;N4 MOBILITES;752;Stigo;A00015;TOURNAN-EN-BRIE - TORCY (RER);0
C00097;010010019:319;319;319;bus;localBus;010;CEAT;24;CEAT;A00087;LA FERTE-ALAIS - MONNERVILLE;0
C02131;101261022:6;6;6;bus;;101;STBC;6;Apolo 7;A02275;CHELLES (GARE) - VAIRES-TORCY (GARE);0
C02032;064608018:18C;18C;18C;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00715;MONTEREAU-FAUT-YONNE (Surville) - NEMOURS - BOUGLIGNY (Mairie);0
C01969;064608013:13B;13B;13B;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00710;ARVILLE (Mairie) - ST-PIERRE-LES-NEMOURS (gare SNCF);0
C01707;010010005:S5;S5;S5;bus;localBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C01686;208208017:L;L;L;bus;localBus;208;INTERVAL;84;Siyonne;A01296;FORGES (Les courreaux) - MONTEREAU-FAUT-YONNE (Gare SNCF);0
C01991;005005061:61;61;61;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A02205;MONTFORT-L'AMAURY - LA VERRIERE;0
C01977;010010001:322;322;322;bus;localBus;010;CEAT;24;CEAT;A00075;LARDY (Gare SNCF) - ETRECHY - ETAMPES (Gare SNCF);0
C01826;111593301:1;1;1;bus;localBus;111;MOBICITE;593;Titus;A01777;Titus 1 (Rouge);0
C02201;291191011:91-11;EXPRESS 91-11;91-11;bus;expressBus;291;ALBATRANS;;;A02297;Massy Palaiseau RER – Montigny le Bretonneux;0
C02254;100100040:40;40;40;bus;;100;RATP;;;A00923;Montmartrobus;0
C02183;078078053:53;53;53;bus;;078;KEOLIS YVELINES;65;Phébus;;;0
C00508;039039284:39-28D;39-28 D Briis-sous-Forge - Janvry - Collège J. Monnet;39-28 D;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00725;057057001:01;01;01;bus;localBus;057;CTVMI;26;Com'Bus;A00625;MERICOURT (BARRAGE) - BONNIERES-SUR-SEINE (GARE ROUTIERE);0
C00509;039039285:39-28E;39-28 E Fontenay-les-Briis - Collège J. Monnet;39-28 E;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00557;040240006:6;6;6;bus;localBus;040;SETRA;82;SITUS;A00470;BOISSY-ST-LEGER (GARE RER) - SUCY-EN-BRIE (GARE RER);0
C00555;040240004:4;4;4;bus;localBus;040;SETRA;82;SITUS;A00468;SUCY-EN-BRIE (R.E.R.) - SUCY-EN-BRIE (Lycée de Sucy);0
C00766;059440038:38;38;38;bus;localBus;059;STIVO;90;STIVO;A00659;CERGY (PREFECTURE) - MENUCOURT (CES LA TAILLETTE);0
C00514;039039294:39-29-4;39-29-4 Forges-les-Bains - Limours - Collège M. Vignaud;39-29-4;bus;;039;SAVAC;74;SAVAC;A00439;LIMOURS (collège M. VIGNAUD) - LIMOURS (Collège M.VIGNAUD);0
C00548;040040012:12;12;12;bus;localBus;040;SETRA;7;Arlequin;A00461;BOISSY-ST-LEGER (R.E.R.) - SANTENY (RN);0
C00511;039039291:39-29-1;39-29-1 Limours - Collège M. Vignaud;39-29-1;bus;;039;SAVAC;74;SAVAC;A00439;LIMOURS (collège M. VIGNAUD) - LIMOURS (Collège M.VIGNAUD);0
C00765;059440036:36;36;36;bus;localBus;059;STIVO;90;STIVO;A00658;PONTOISE - COURDIMANCHE;0
C00827;064608014:14A;14A;14A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00711;CHATEAU-LANDON (Mocpoix) - SOUPPES-SUR-LOING (Office du tourisme);0
C00834;064608023:4;4;4;bus;regionalBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00718;NEMOURS (CARREFOUR DE L'EUROPE) - ST-PIERRE-LES-NEMOURS (GARE SNCF);0
C00831;064608018:18A;18A;18A;bus;localBus;064;TRANSDEV IDF NEMOURS;89;STILL;A00715;MONTEREAU-FAUT-YONNE (Surville) - NEMOURS - BOUGLIGNY (Mairie);0
C00790;062062042:42;42;42;bus;localBus;062;TRANSDEV IDF VULAINES;103;TRANSDEV IDF VULAINES;A00677;SIVRY-COURTRY (Mairie) - CHAMPAGNE-SUR-SEINE;0
C00789;062062041:41;41;41;bus;localBus;062;TRANSDEV IDF VULAINES;103;TRANSDEV IDF VULAINES;A00676;MONTEREAU-FAUT-YONNE (gare) - MELUN (gare);0
C00956;067167005:O;O;O;bus;localBus;067;MARNE ET MORIN;62;Pays de Meaux;A00820;MEAUX (Gare routière) - POINCY (Rochelles);0
C00783;059440058:58;58;58;bus;localBus;059;STIVO;90;STIVO;A00672;PONTOISE (CANROBERT) - ST-OUEN-L'AUMONE (AVENUE DE LA MARE);0
C00785;059440060:60;60;60;bus;localBus;059;STIVO;90;STIVO;A00674;CERGY (PREFECTURE) - OSNY (CLINIQUE STE MARIE);0
C00767;059440039:39;39;39;bus;localBus;059;STIVO;90;STIVO;A00660;CERGY (GARE) - MENUCOURT (CROIX DU JUBILE);1
C00781;059440056:56;56;56;bus;localBus;059;STIVO;90;STIVO;A00670;PONTOISE (CANROBERT) - MERY-SUR-OISE (GARE);0
C01475;212212005:05;05;05;bus;regionalBus;212;TRANSDEV IDF CONFLANS;29;Conflans Achères;A01315;CONFLANS-STE-HONORINE (Gare SNCF) - ACHERES - ST-GERMAIN-EN-LAYE (Gare RER);0
C01472;212195018:9518;9518;9518;bus;expressBus;212;TRANSDEV IDF CONFLANS;51;Mobilien 9518;A01312;CERGY (PREFECTURE RER) - ROISSY-EN-FRANCE (ROISSYPOLE-GARE ROUTIERE);1
C01468;210210210:BRAY3;BRAY 3;BRAY 3;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01461;210210201:201;201;201;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01463;210210203:203;203;203;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01307;FONTAINE-FOURCHES (CALVAIRE) - MONTEREAU-FAUT-YONNE (GARE SNCF);0
C01052;097097032:32;32;32;bus;localBus;097;DARCHE GROS;122;Yerres;A00905;GUIGNES (EGLISE) - NANGIS (LYCEE HENRI BECQUEREL);0
C01502;228228003:03;03;03;bus;localBus;228;PROCARS;67;PROCARS;A01343;PROVINS (VILLE HAUTE) - LA FERTE-GAUCHER (PROMENADES);0
C01428;111111140:40;40;40;bus;localBus;111;MOBICITE;716;Aubergenville;A01282;AUBERGENVILLE (Gare SNCF) - AUBERGENVILLE (Gare SNCF);0
C01454;210210103:4C;4 C;4 C;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01306;BRAY-SUR-SEINE - PROVINS;0
C01455;210210104:4D;4 D;4 D;bus;localBus;210;CARS MOREAU;18;CARS MOREAU;A01306;BRAY-SUR-SEINE - PROVINS;0
C01085;100100042:42;42;42;bus;;100;RATP;;;A00939;42;1
C02208;063063011:11C;11C;11C;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00690;ST-FARGEAU-PONTHIERRY (FERCOT) - MELUN (3 HORLOGES);0
C02125;097097035:35B;35B - ETOILE DE MORMANT;35B;bus;localBus;097;DARCHE GROS;122;Yerres;A00908;GUIGNES (EGLISE) - MORMANT (COLLEGE NICOLAS FOUQUET);0
C00613;050050024:24sco;24 Scolaire;24sco;bus;;050;TRANS VAL D'OISE;101;Trans Val d'Oise;A00521;ARNOUVILLE-LES-GONESSE (Villiers-le-Bel RER) - GONESSE - ARNOUVILLE-LES-GONESSE (Villiers-le-Bel RER);0
C00420;027027111:111;111;111;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00373;VERSAILLES (GARE ROUTIERE) - RUEIL-MALMAISON (COLLEGE PASSY BUZENVAL/M.DANIELOU);0
C00402;027027007:7;7;7;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00360;PLAISIR (Plaisir-Grignon) - JOUARS-PONTCHARTRAIN (Place Foch);0
C00423;027027218:P;P;P;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00376;BEYNES - JOUARS-PONTCHARTRAIN - ST-REMY-L'HONORE;0
C01859;800:TER;TER Haute-Normandie (1) Bus;TER Haute-Normandie (1) Bus;bus;;800;SNCF;93;TER;A02174;TER Haute-Normandie (1);0
C02236;067167003:E;E;E;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00818;MEAUX (Service Urbain);0
C02169;027027006:6;6;6;bus;;027;CARS HOURTOULE;;;A02286;PLAISIR-GRIGNON (GARE) - TRAPPES (PISSALOUP);0
C02172;027027113:BL;BL;BL;bus;;027;CARS HOURTOULE;;;A02284;PLAISIR (SERVICES SCOLAIRES);0
C00150;012012015:15;15;15;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;32;Entre Seine et Forêt;A00139;ST-GERMAIN-EN-LAYE (RER) - L'ETANG-LA-VILLE (Petit parc Bignon);0
C00149;012012010:10;10;10;bus;regionalBus;012;TRANSDEV IDF MONTESSON LES RABAUX;32;Entre Seine et Forêt;A00138;MARLY-LE-ROI - LE PECQ - ST-GERMAIN-EN-LAYE;1
C00168;013013008:08;08;08;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00153;RAMBOUILLET (collège du Racinay) - AUFFARGIS (CARRIERES);0
C00689;055155001:DM151;DM151;DM151;bus;expressBus;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00593;PARIS-14 (PTE ORLEANS) - ARPAJON (Porte d'Etampes);0
C00111;011011013:13;13;13;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00103;Hardricourt (Meulan-Hardricourt Gare) - Hardricourt (Meulan-Hardricourt Gare);0
C00164;013013003:03;03;03;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00149;Rambouillet (Gare Prairie) - Dourdan (Gare);0
C00167;013013006:61;61;61;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;1027;Dourdanais;A00152;DOURDAN (LA FORET) - LIMOURS (MONUMENT);0
C00119;011011041:41;41;41;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00111;LES MUREAUX - BAILLY;0
C00079;006006019:19;19;19;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00069;PALAISEAU (RER LOZERE) - PALAISEAU (RER);1
C00132;011011321:2;2;2;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;224;Express 19 Les Mureaux - Versailles;A00124;;0
C00837;065487051:51;51;51;bus;localBus;065;TRANSDEV IDF LIEUSAINT;79;Sénart-Express;A00721;LIEUSAINT (gare RER) - MONTEREAU-SUR-LE-JARD (VILLAROCHE NORD);0
C00797;062062112:112;112;112;bus;localBus;062;TRANSDEV IDF VULAINES;4;Aérial;A00684;FONTAINEBLEAU (Etablissements scolaires) - HERICY (Vulaines Samoreau);0
C00794;062062064:4;4;4;bus;localBus;062;TRANSDEV IDF VULAINES;4;Aérial;A00682;AVON (GARE ROUTIERE) - FONTAINEBLEAU (STADE INSEAD);0
C00753;057314142:ExpA14;Express A14 Les Mureaux;Exp A14;bus;expressBus;314;STILE;34;Express A14;A01394;Express A14 : Mureaux;0
C00828;064608015:207;207;207;bus;localBus;064;TRANSDEV IDF NEMOURS;28;Comète;A00712;VILLEMER - VENEUX-LES-SABLONS;0
C00759;057318119:91;91;91;bus;localBus;057;CTVMI;26;Com'Bus;A00652;BREVAL (LA GAMACHERIE) - MAGNANVILLE (LYCEE);0
C00748;057057081:81;81;81;bus;localBus;057;CTVMI;26;Com'Bus;A00631;GARGENVILLE (HANNECOURT) - EPONE (GARE SNCF);0
C00761;057318208:88;88;88;bus;localBus;057;CTVMI;2;Actipôles;A00654;POISSY (PEUGEOT) - BUCHELAY (AUREINES);0
C01004;084184004:184-004;184-004;184-004;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00868;NANTEAU-SUR-ESSONNE (MAIRIE) - NEMOURS (GARE ROUTIERE);0
C01003;084184003:184-003;184-003;184-003;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00867;NOISY-SUR-ECOLE - LA CHAPELLE-LA-REINE (Collège);0
C00916;067067021:21;21;21;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00784;VILLEMAREUIL (Centre) - BOUTIGNY - NANTEUIL-LES-MEAUX (Chermont Collot);0
C02072;097097012:12A;12A MOUROUX - COULOMMIERS;12A;bus;localBus;097;DARCHE GROS;99;TRAMY;A00894;MOUROUX (PLACE DE LA MAIRIE) - COULOMMIERS (CITE SCOLAIRE);0
C02073;097097012:12B;12B MOUROUX - COULOMMIERS;12B;bus;localBus;097;DARCHE GROS;99;TRAMY;A00894;MOUROUX (PLACE DE LA MAIRIE) - COULOMMIERS (CITE SCOLAIRE);0
C00947;067067062:62;MOBILIEN 62;62;bus;expressBus;067;MARNE ET MORIN;63;Pays Fertois;A00810;LA FERTE-SOUS-JOUARRE (GARE SNCF) - CHESSY (GARE RER);0
C00950;067067065:65;65;65;bus;regionalBus;067;MARNE ET MORIN;61;Pays de l'Ourcq;A00813;MEAUX - MAY-EN-MULTIEN - LA FERTE-MILON;0
C00952;067067073:73;73;73;bus;localBus;067;MARNE ET MORIN;60;Pays Créçois;A00815;BOULEURS - COUILLY-PONT-AUX-DAMES;0
C01981;005005022:22;22;22;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A02198;MONTFORT-L'AMAURY - BOISSY-SANS-AVOIR;0
C02102;045045022:R1B;R1B;R1B;bus;localBus;045;STRAV;121;VyBus;A00497;YERRES (LETHUMIERE) - BRUNOY (L.TALMA);0
C00020;003003121:121;121;121;bus;localBus;003;N4 MOBILITES;85;Sol'R;A00018;FAVIERES - TOURNAN-EN-BRIE;0
C01854;800:TER;TER Champagne-Ardennes Bus;TER Champagne-Ardennes Bus;bus;;800;SNCF;93;TER;A02170;TER Champagne Ardennes;0
C00856;065487060:35;35;35;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00738;SAVIGNY-LE-TEMPLE (Les Ormes/Médiathèque/Savigny Gare RER) - VOISENON (Collège/Sonia Delaunay);0
C00847;065487013:13;13;13;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00730;COMBS-LA-VILLE;0
C00305;016016033:SOISYBUS;SOISY BUS;SOISY BUS;bus;localBus;016;TVO;114;Valmy;A00279;SOISY-SOUS-MONTMORENCY;0
C01011;084184013:184-013;184-013;184-013;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00875;CHAMPAGNE-SUR-SEINE (FONTAINEROUX) - LA CHAPELLE-LA-REINE (GARE ROUTIEZE);0
C02085;059440033:33;33;33;bus;localBus;059;STIVO;;;A02288;NEUVILLE-SUR-OISE (UNIVERSITE RER) - PONTOISE (GARE);0
C01015;084284003:284-003;284-003;284-003;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00879;BUNO-BONNEVAUX - MILLY-LA-FORET;0
C01013;084284001:284-001;284-001;284-001;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00877;MILLY-LA-FORET - FONTAINEBLEAU;0
C00157;012012031:R5;R5;R5;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;252;Résalys;A00144;ST-GERMAIN-EN-LAYE (GARE RER) - FOURQUEUX (CLOS BADERE);0
C00170;013013010:10;10;10;bus;expressBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00155;RAMBOUILLET (GARE SNCF) - ST-ARNOULT-EN-YVELINES (ZI);0
C00166;013013005:05;05;05;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00151;RAMBOUILLET (SNCF Prairie) - PARAY-DOUAVILLE (paray douaville);0
C00153;012012018:18S;18S;18S;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;32;Entre Seine et Forêt;A00141;MARLY-LE-ROI (Gare) - MARLY-LE-ROI (gare);0
C01391;100112013:T3A;T3A;T3A;tram;;100;RATP;98;TRAMWAY;A01193;T3a;1
C00124;011011170:170;170;170;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00116;CRESPIERES (Croix Mairie) - MARLY-LE-ROI (Lycée de Brooglie);0
C00125;011011171:171;171;171;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00117;CRESPIERES (CROIX MARIE) - FEUCHEROLLES (Collège Jean Monet);0
C00109;011011010:10;10;10;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00101;BOINVILLE-EN-MANTOIS - EPONE - MEZIERES-SUR-SEINE - AUBERGENVILLE;0
C00116;011011032:32;32;32;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00108;MEULAN (Gare de Thun) - LES MUREAUX (Gare);0
C00070;006006005:5;5;5;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00066;ORSAY (RER) - LES ULIS (Parc d'activités Courtaboeuf);0
C00115;011011021:21;21;21;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00107;EPONE - LES MUREAUX - POISSY (PSA);0
C00112;011011014:14;14;14;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00104;MAULE - ST-GERMAIN-EN-LAYE;0
C00117;011011033:33;33;33;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00109;LES MUREAUX - HARDRICOURT;0
C00074;006006010:1;1;1;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01712;ORSAY (Gare RER) - IGNY (Gare RER);1
C00999;078192001:ChavilR;Chavilbus ROUGE;Chavil R;bus;;078;KEOLIS YVELINES;663;Chavilbus;A00856;Chavilbus rouge;0
C00179;013013026:26;26;26;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00164;Saint Arnoult en Yvelines (Collège Brassens) - Prunay en Yvelines (La Chapelle);0
C00177;013013024:24;24;24;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00162;RAMBOUILLET (PARAY DOUAVILLE) - RAMBOUILLET (POIGNY LA FORET);0
C00175;013013020:20;20;20;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00160;RAMBOUILLET (SNCF PRUD'HOMME) - GRANDCHAMP (CURE);0
C00181;013013030:30;30;30;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A00166;RAMBOUILLET (PRAIRIE) - EMANCE (RUE DE GAZERAN);0
C00295;016616004:4;4;4;bus;regionalBus;016;TVO;70;R'bus;A00288;ARGENTEUIL (GARE D'ARGENTEUIL) - HOUILLES (GARE DE HOUILLES - CARRIERES SUR SEINE);0
C00182;013013100:A;A;A;bus;regionalBus;013;TRANSDEV IDF RAMBOUILLET;273;rbus;A00167;RAMBOUILLET (ROUGET DE LISLE) - RAMBOUILLET (GROUSSAY);0
C00173;013013018:18;18;18;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;1027;Dourdanais;A00158;ABLIS - DOURDAN (SNCF);0
C01757;333575515:TRAVERSE;LA TRAVERSE Brancion-Commerce;TRAVERSE;bus;;334;AUTOCARS DOMINIQUE;42;LA TRAVERSE Brancion-Commerce;A01771;Traverse Brancion - Commerce;0
C00348;020149012:12;12;12;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00327;ANTONY (CROIX DE BERNY RER/ROBINSON RER) - CHATENAY-MALABRY (CYRANON DE BERGERAC/GROUPE SCOLAIRE SOPHIE BARAT);0
C00340;020149002:2;2;2;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00319;ANTONY (RER/ZI ENNA/VICTOR BALOCHE) - WISSOUS - WISSOUS (ZAC DU MOULIN/VILLEMILAN/CES RABATS);0
C00344;020149007:7;7;7;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00323;BOURG-LA-REINE (CONDORCET/MAIRIE DE BOURG LA REINE) - BOURG-LA-REINE (CONDORCET/MAIRIE DE BOURG LA REINE);0
C00299;016016010:10;10;10;bus;localBus;016;TVO;114;Valmy;A00275;EAUBONNE (Gare d'Ermont-Eaubonne) - SOISY-SOUS-MONTMORENCY (Parc des Sources);1
C00301;016016012:12;12;12;bus;localBus;016;TVO;114;Valmy;A00276;EAUBONNE (Gare d'Ermont-Eaubonne) - MONTMORENCY (La Chênée);0
C00312;016616514:7;7;7;bus;regionalBus;016;TVO;70;R'bus;A00295;ENGHIEN-LES-BAINS (Gare d'Enghien) - ARGENTEUIL (Gare d'Argenteuil);1
C00311;016616503:503Sco;503 Sco;503 Sco;bus;localBus;016;TVO;;;A00289;SARTROUVILLE (P.A. des Trembleaux/Romain Rolland) - SARTROUVILLE (GARE/Lycée Galois);0
C01849;810:A;A;A;bus;;100;RATP;71;RER;A01856;Cergy Le Haut / Poissy / St-Germain-en-Laye - Marne-la-Vallée Chessy Disneyland / Boissy-St-Léger;0
C00811;063063022:22A;22A;22A;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00692;ST-FARGEAU-PONTHIERRY (BATICOP) - AVON (LES BOULEAUX);0
C00848;065487020:27;27;27;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00731;COMBS-LA-VILLE (gare rer) - VAUX-LE-PENIL (LYCEE S,SIGNORET);0
C02146;019248005:S4;S4;S4;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A02261;HOUILLES-CARRIERES (RER) - CHATOU (MAYOLY);0
C02092;293193643:643;643;643;bus;localBus;293;TRA;184;Seine-Saint-Denis;A02287;TREMBLAY-EN-FRANCE (Vert Galant) - GAGNY (Chesnay-Gagny RER);0
C00845;065487011:11;11;11;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00728;COMBS-LA-VILLE (Gare RER) - COMBS-LA-VILLE (Gare RER);0
C00841;065487002:02;02;02;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00725;TIGERY (LES PRES HAUTS) - TIGERY (PETIT SENART);0
C01636;800:N131;N131;N131;bus;nightBus;800;SNCF;55;Noctilien;A01485;N131 - NOCTILIEN - Paris Gare de Lyon - Bretigny-Sur-Orge;1
C00817;064258202:202;202;202;bus;localBus;064;TRANSDEV IDF NEMOURS;28;Comète;A00701;FONTAINEBLEAU - VILLEMER;0
C01008;084184008:184-008;184-008;184-008;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00872;LA CHAPELLE-LA-REINE (GARE ROUTIERE) - URY (PLACE);0
C01018;084284007:284-007;284-007;284-007;bus;;084;LES CARS BLEUS;44;LES CARS BLEUS;A00882;ONCY-SUR-ECOLE - BOUTIGNY-SUR-ESSONNE;0
C00650;052052037:37;37;37;bus;localBus;052;AUTOCARS TOURNEUX;462;Poissy Aval - Deux Rives de Seine;A00559;VERNEUIL-SUR-SEINE (Gare de Vernouillet Verneuil) - VERNEUIL-SUR-SEINE (Gare de Vernouillet Verneuil);0
C00375;021021153:RD15;RD15;RD15;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00336;DRAVEIL (BERGERIES ST HUBERT) - JUVISY-SUR-ORGE (SNCF);0
C00378;021021170:17;17;17;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00338;JUVISY-SUR-ORGE (GARE SNCF) - DRAVEIL (HOPITAL JOFFRE);0
C00342;020149004:4;4;4;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00321;ANTONY (Croix de Berny) - CHATENAY-MALABRY (CITE JARDINS);1
C00487;038038004:3804;3804;3804;bus;localBus;038;CARS ROSE;404;VALBUS;A00423;EAUBONNE (HOPITA2L) - EAUBONNE (ERMONT EAUBONNE GARE);0
C01641;800:N152;N152;N152;bus;nightBus;800;SNCF;55;Noctilien;A01488;N152 - NOCTILIEN - Paris Gare St-Lazare - Cergy le Haut;0
C00592;045045025:I;I;I;bus;regionalBus;045;STRAV;121;VyBus;A00500;YERRES (GARE RER D) - VILLECRESNES (CES LA GUINETTE);0
C00580;045045010:A;A;A;bus;localBus;045;STRAV;121;VyBus;A00490;BRUNOY (PYRAMIDE) - VILLENEUVE-ST-GEORGES (GARE RER);0
C00622;051051014:04;04;04;bus;localBus;051;AMV;64;Pep's;A00530;THORIGNY-SUR-MARNE (CORNILLIOT) - THORIGNY-SUR-MARNE (CORNILLIOT);0
C00578;045045008:V;V;V;bus;localBus;045;STRAV;414;Seine-Senart Bus;A00488;MONTGERON (Gare RER) - MONTGERON (GARE RER);0
C00868;065487131:32;32;32;bus;regionalBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00749;SAVIGNY-LE-TEMPLE - SAVIGNY-LE-TEMPLE;0
C00860;065487109:64;64;64;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00741;COMBS-LA-VILLE - COMBS-LA-VILLE;0
C00104;010010026:226;226;226;bus;localBus;010;CEAT;24;CEAT;A00094;MENNECY (lycée) - BALLANCOURT-SUR-ESSONNE (gare);0
C00288;015243007:7;7;7;bus;localBus;015;CSO;31;CSO;A00271;AINCOURT (EGLISE) - POISSY (PEUGEOT);0
